Start,End,Open,High,Low,Close,Volume,Market Cap
2024-04-13,2024-04-14,0.5007290625378111,0.51597569597329,0.4030249726153755,0.4488837359962975,2069857765.7491288,17425005269.658535
2024-04-12,2024-04-13,0.5879573068704306,0.5926435262231263,0.46992062184236205,0.5031704478700534,901687506.9721254,19890464392.38676
2024-04-11,2024-04-12,0.5856161846670553,0.5945975309355283,0.5767710583647618,0.587021212615877,740892690.9930314,20875294132.216026
2024-04-10,2024-04-11,0.5910302306102828,0.5938581960852275,0.5631556720237237,0.5860044820019806,898040899.1608392,20677404414.65734
2024-04-09,2024-04-10,0.6141447608563207,0.6230521275302687,0.5912273085626668,0.5928331051236199,779367746.8466899,21578527376.041813
2024-04-08,2024-04-09,0.5874813876145591,0.6166214078327515,0.5804897788729069,0.6142860406834191,618504029.3379791,21438177035.247387
2024-04-07,2024-04-08,0.5836018076679425,0.5963631325952512,0.5829524633401116,0.5895359800457679,436027001.75609756,21006404153.891987
2024-04-06,2024-04-07,0.57353245714536,0.5890709244689986,0.5731369876707647,0.5848764426705643,543673137.2125436,20701243286.5331
2024-04-05,2024-04-06,0.5814881330130272,0.5847150277828332,0.5610871478197267,0.57581169604663,780274841.8606272,19993526897.43554
2024-04-04,2024-04-05,0.5699325481919569,0.5964864002092266,0.5623862365579244,0.582645063636789,751427779.4596491,19621061958.68421
2024-04-03,2024-04-04,0.5804319737945313,0.5939505629274249,0.5660413383911254,0.5715048763147604,948284722.4599303,19703025218.055748
2024-04-02,2024-04-03,0.6211172170822535,0.6213893551542767,0.5755504868696545,0.5806140583097151,1112981970.522648,19997768085.299652
2024-04-01,2024-04-02,0.6506609120747738,0.6517500967039183,0.6066911434667527,0.6223477280783938,778770364.8989547,21255340951.09756
2024-03-31,2024-04-01,0.6431782972616888,0.6539834261682317,0.6431782972616888,0.6511310797037433,517113514.22299653,21925479940.602787
2024-03-30,2024-03-31,0.6632830912353603,0.6687217881654982,0.6427340999708235,0.6451966225968454,820712856.195122,22123385128.951218
