Name,Date,High,Low,Open,Close,Volume,Marketcap
Binance_Coin,2024-04-14,598.6123,520.1952,594.875,556.4911,5401195769.696864,86721600678.70732
Binance_Coin,2024-04-13,626.3403,584.0673,605.9197,597.1419,3588268460.383275,91351719277.14284
Binance_Coin,2024-04-12,615.9983,593.8487,609.2402,605.3837,3368401451.630662,90486656206.08362
Binance_Coin,2024-04-11,610.0007,574.7967,580.4495,609.7329,2522755569.076923,88278786355.68532
Binance_Coin,2024-04-10,589.7062,573.3335,587.735,581.5226,2230135972.083624,86943437255.11497
Binance_Coin,2024-04-09,599.6299,579.1745,583.3217,587.9014,1650932169.5958188,88028398290.8641
Binance_Coin,2024-04-08,590.6089,579.3897,586.5489,584.1145,1179652082.5052264,87692033524.67944
Binance_Coin,2024-04-07,590.3602,576.1732,578.051,586.1148,1631802776.794425,87161872178.09756
Binance_Coin,2024-04-06,589.3791,566.3589,582.6233,580.2602,2946546156.045296,86654101617.65506
Binance_Coin,2024-04-05,597.7228,562.8208,562.8208,584.9792,2836142932.273684,87380639650.18947
Binance_Coin,2024-04-04,566.9043,542.567,551.8864,562.7554,2860107439.2020907,83429521731.39722
Binance_Coin,2024-04-03,578.1098,549.5274,577.4573,551.626,3153529500.5783973,83705379641.27875
Binance_Coin,2024-04-02,608.0467,570.7041,607.0448,577.3528,3037043804.529617,87723143807.36934
Binance_Coin,2024-04-01,608.9645,601.836,601.836,607.3094,1577068373.8222997,90586674640.39372
Binance_Coin,2024-03-31,611.8235,598.6805,611.8235,602.257,2907228976.752613,90594909064.58884
Binance_Coin,2024-03-30,619.446,583.146,584.624,614.9665,3128687361.5664334,90866815411.1958
Binance_Coin,2024-03-29,590.8471,575.1117,575.1117,583.6681,2526368462.5594406,87416550732.94756
Binance_Coin,2024-03-28,584.7586,566.912,580.6835,574.6708,2332112922.369338,86195996323.20209
Binance_Coin,2024-03-27,596.8645,573.3373,586.8333,580.5642,2674373225.5993032,87755108644.554
Binance_Coin,2024-03-26,596.654,565.8333,567.2152,587.0772,2607675068.9407663,87430740450.72473
