Name,Date,High,Low,Open,Close,Volume,Marketcap
Bitcoin,2024-04-14,67890.08,61480.0,67033.18,64255.94,170782112549.78745,1309283274420.7004
Bitcoin,2024-04-13,71173.45,66012.76,70120.03,67208.21,156471030176.14285,1367866430344.9373
Bitcoin,2024-04-12,71247.81,69587.99,70436.71,70112.05,163489095573.64807,1386263944818.6794
Bitcoin,2024-04-11,71078.17,67590.15,69125.17,70513.6,158897314058.67133,1361469272569.1853
Bitcoin,2024-04-10,71714.42,68442.77,71618.12,69198.22,132405536996.62367,1380410966413.7388
Bitcoin,2024-04-09,72724.2,69169.74,69263.8,71631.77,53155607159.01742,1398900186130.641
Bitcoin,2024-04-08,70242.04,68850.36,68875.43,69388.74,38663785982.0662,1365423108442.9023
Bitcoin,2024-04-07,69566.35,67492.52,67729.96,68904.86,48035020047.05575,1338711116887.5818
Bitcoin,2024-04-06,68613.19,66099.34,68333.72,67928.77,65431097628.58885,1327731241833.481
Bitcoin,2024-04-05,69060.0,65139.94,65988.91,68461.23,54093502745.375435,1316260215044.4526
Bitcoin,2024-04-04,66778.9,64792.98,65481.2,66074.16,72683290299.31708,1298762245947.2822
Bitcoin,2024-04-03,69609.0,64706.05,69609.0,65448.35,76080801183.79442,1304804603707.9546
Bitcoin,2024-04-02,71249.59,68246.03,71249.59,69731.26,48213190568.56795,1370832809192.8083
Bitcoin,2024-04-01,71345.73,69632.92,69632.92,71216.98,33673828685.770035,1385292796666.6482
Bitcoin,2024-03-31,70255.82,69560.02,69820.05,69674.78,39661443298.87108,1375968719915.885
Bitcoin,2024-03-30,70893.95,69130.05,70803.3,69850.52,51441857848.83916,1377166578767.472
Bitcoin,2024-03-29,71529.96,69000.37,69472.86,70702.74,67566089680.905594,1384857408884.182
Bitcoin,2024-03-28,71645.99,68515.98,70002.7,69529.85,66019648699.31359,1372129179583.519
Bitcoin,2024-03-27,71489.41,69468.56,69765.16,70059.97,73479585404.67596,1383063448066.3345
Bitcoin,2024-03-26,70929.95,66463.94,66966.03,69901.99,59756954837.76307,1343279136900.31
Bitcoin,2024-03-25,67577.97,63800.19,64157.98,67246.83,45024109438.60279,1282255280833.2715
Bitcoin,2024-03-24,65980.04,63119.94,63699.97,64238.03,64374279822.71777,1269372119564.4844
Bitcoin,2024-03-23,66630.0,62572.56,65533.28,63567.63,70777227682.32518,1270908236262.6782
Bitcoin,2024-03-22,68091.76,64650.4,67740.03,65476.17,95859014036.51917,1310224116988.655
Bitcoin,2024-03-21,67982.18,60941.74,61915.99,67854.02,115422036266.331,1255442147261.359
Bitcoin,2024-03-20,68096.05,61624.96,67749.95,61981.15,102161122550.67596,1265125254132.561
Bitcoin,2024-03-19,68920.04,66689.99,68308.53,67711.55,70679197775.8432,1331893732824.0244
Bitcoin,2024-03-18,68870.99,64949.86,66031.71,68650.08,84278484629.36586,1318367503672.8572
Bitcoin,2024-03-17,69931.27,65249.77,69561.38,65286.52,91914290138.3554,1341113353922.899
Bitcoin,2024-03-16,72305.13,65867.11,71536.18,69532.18,124937923879.67831,1348026241710.3916
Bitcoin,2024-03-15,73628.43,68699.98,72961.03,71432.39,75422276666.89896,1418447482924.0034
Bitcoin,2024-03-14,73607.76,71333.36,71421.13,73087.95,91883183842.28572,1428493117552.5503
Bitcoin,2024-03-13,72493.29,69356.89,72263.99,71473.86,89236459327.29268,1408051567912.5295
Bitcoin,2024-03-12,72708.04,67777.97,68820.21,72094.44,79127508759.96516,1394362835262.7249
Bitcoin,2024-03-11,69857.99,68231.15,68323.85,68949.74,45856212989.623695,1361165877895.2893
Bitcoin,2024-03-10,68641.97,67899.97,68080.71,68513.59,74950745922.96167,1341238544764.014
Bitcoin,2024-03-09,69451.15,66398.03,66871.2,68202.87,71117263448.78049,1329444482209.993
Bitcoin,2024-03-08,67854.61,65688.09,65993.97,66903.82,83044141079.50523,1312006746584.6516
Bitcoin,2024-03-07,67573.33,62793.17,63560.41,66137.13,148737307792.40417,1294560667485.6167
Bitcoin,2024-03-06,68887.74,61397.72,68224.28,63971.07,119133322328.88773,1300021759778.3965
Bitcoin,2024-03-05,68363.17,62812.07,63080.01,68208.36,72073139983.98955,1283150500899.6482
Bitcoin,2024-03-04,63182.52,61424.1,61943.57,63099.99,39212044007.79791,1221676759562.007
Bitcoin,2024-03-03,62360.1,61675.41,62360.1,62004.02,56208251752.83275,1217240504925.6272
Bitcoin,2024-03-02,62936.0,60791.79,61140.04,62481.07,85949940919.33798,1214945932689.941
