Start,End,Open,High,Low,Close,Volume,Market Cap
2024-03-05,2024-03-06,132.5722,141.9073,118.6473,125.9925,11816922385.557896,57622675130.73333
2024-03-04,2024-03-05,130.9054,134.8661,127.896,133.0174,7539509475.142858,57903176167.10802
2024-03-03,2024-03-04,130.1136,131.7676,125.9135,130.3812,6458512623.686411,57399706714.93031
2024-03-02,2024-03-03,130.4864,131.1936,127.7335,129.7422,7962879161.344948,57197670924.97212
2024-03-01,2024-03-02,126.4416,137.0855,126.4416,130.0437,13120719656.167248,58788665049.96167
2024-02-29,2024-03-01,118.4486,134.2203,117.8943,125.5798,16343797821.456446,56224376931.599304
2024-02-28,2024-02-29,108.559,117.4907,107.5599,117.4243,7440969013.1777,49283951366.82927
2024-02-27,2024-02-28,110.1741,112.0777,105.8427,108.3856,7257808740.672474,48506674383.61672
2024-02-26,2024-02-27,103.3279,110.3399,100.6004,109.8877,3602276719.1567945,46276780149.585365
2024-02-25,2024-02-26,104.099,104.3067,102.2683,103.4764,2526351904.5365853,45519548840.61672
2024-02-24,2024-02-25,100.079,104.7638,98.8332,104.3578,3519592104.404181,45071804079.059235
2024-02-23,2024-02-24,102.2074,103.2998,99.1901,100.1682,3895451494.804878,44905768523.09408
2024-02-22,2024-02-23,104.6254,107.0925,101.9579,102.1345,5003840477.731708,46105821955.90941
2024-02-21,2024-02-22,108.3772,108.6175,100.9192,105.8153,5532102701.550523,46170703482.18118
2024-02-20,2024-02-21,111.8868,111.9561,105.5481,108.4411,5092622440.181185,48075516399.020905
2024-02-19,2024-02-20,111.8127,114.478,111.2814,111.3852,4151211535.4390244,49569975650.67596
2024-02-18,2024-02-19,109.2551,113.7868,108.1427,112.4817,3533843602.229965,48953215321.40418
2024-02-17,2024-02-18,110.6313,111.0884,106.2208,109.3634,4046703476.0905924,47999137897.059235
2024-02-16,2024-02-17,113.533,114.185,108.599,110.7946,5345773972.829268,49099274575.04878
2024-02-15,2024-02-16,117.0984,118.1529,111.9211,113.5726,5567308636.167248,50554767046.72125
2024-02-14,2024-02-15,112.3177,118.416,110.9927,116.9288,5988167593.0069685,50217307464.28223
2024-02-13,2024-02-14,111.7872,114.5823,108.4726,112.6044,6893967585.365853,49259910983.979095
2024-02-12,2024-02-13,107.415,111.7915,103.6882,111.7915,4447687470.609756,46899901825.585365
2024-02-11,2024-02-12,108.7917,110.2795,107.2353,107.4627,3610469672.881533,47535283360.76307
2024-02-10,2024-02-11,106.93,110.3904,106.93,108.9224,5770836952.188153,47504863263.547035
2024-02-09,2024-02-10,102.9463,108.6521,102.9356,106.7064,5432765542.547038,45963110934.98606
2024-02-08,2024-02-09,100.9502,104.6447,100.6137,102.7791,5178402151.132404,44642064397.623695
2024-02-07,2024-02-08,97.0136,101.1412,94.869,100.8498,3753384802.6062717,42236985904.02439
2024-02-06,2024-02-07,95.5664,97.7516,93.4462,96.9596,3859718565.8850174,41739876703.097565
2024-02-05,2024-02-06,95.4736,98.3337,94.3598,95.6788,3546011228.641115,41997880260.76307
2024-02-04,2024-02-05,97.813,98.4398,95.2364,95.5576,2854641504.773519,42382162100.29269
2024-02-03,2024-02-04,100.1152,100.9926,96.8047,97.7148,4162551129.6655054,43046193916.17073
2024-02-02,2024-02-03,97.3975,102.2959,97.3975,100.3841,5752280734.529616,43549514802.77352
2024-02-01,2024-02-02,97.1341,97.959,93.2415,97.6694,7608682471.536586,41767116532.33798
2024-01-31,2024-02-01,101.1821,102.4638,96.1906,97.1097,7609656413.4041815,43541939120.097565
2024-01-30,2024-01-31,101.4517,106.1341,101.0659,101.2836,6565033487.184669,45168255702.51568
2024-01-29,2024-01-30,95.383,101.5667,95.161,101.4756,5545186644.473867,42610959570.10802
2024-01-28,2024-01-29,94.2784,99.0853,93.497,95.9148,4250863905.958188,41660810617.874565
2024-01-27,2024-01-28,92.1362,94.3891,90.8447,94.1036,4029054883.672474,40065271610.45644
2024-01-26,2024-01-27,86.7573,93.5644,86.1689,92.2294,4350111484.940766,39012953725.50174
2024-01-25,2024-01-26,88.6089,89.499,85.2266,86.9808,4672361997.968641,37905850132.74216
2024-01-24,2024-01-25,84.1505,89.0015,83.3637,89.0015,6594419762.163763,37261776005.83972
2024-01-23,2024-01-24,84.0737,85.8826,79.1284,84.1726,6858042083.365853,35732744156.452965
2024-01-22,2024-01-23,91.2768,91.6562,83.1186,83.5028,3800171235.7665505,37979094364.52265
2024-01-21,2024-01-22,92.9114,93.809,90.9712,90.9712,2390143294.731707,40096634803.205574
2024-01-20,2024-01-21,93.2701,93.8684,90.4238,92.5936,4921040834.205575,39976229292.30314
2024-01-19,2024-01-20,94.5176,96.2432,87.3396,93.3781,6039891876.843205,40393228847.2892
2024-01-18,2024-01-19,102.5487,102.5634,92.3894,94.3288,6504259439.080139,42487195275.58188
2024-01-17,2024-01-18,97.824,102.4518,97.1,101.8619,5472382989.205575,43221688455.703835
2024-01-16,2024-01-17,94.6248,98.5546,94.4337,97.6366,3777229258.4982576,41806169153.32753
2024-01-15,2024-01-16,94.6632,96.7518,93.1866,94.5612,5081235820.331011,41215028133.96167
2024-01-14,2024-01-15,95.9812,102.3034,93.8821,93.8821,4549904421.254355,42135614432.57143
2024-01-13,2024-01-14,92.1264,96.8325,90.1786,95.7014,5643071510.5958185,40151293158.97561
2024-01-12,2024-01-13,99.9447,100.3953,88.2813,91.4276,6847094931.055749,41918188460.81533
