Name,Date,High,Low,Open,Close,Volume,Marketcap
Solana,2024-01-20,96.2432,87.3396,94.5176,93.3781,6039891876.843205,40393228847.2892
Solana,2024-01-19,102.5634,92.3894,102.5487,94.3288,6504259439.080139,42487195275.58188
Solana,2024-01-18,102.4518,97.1,97.824,101.8619,5472382989.205575,43221688455.703835
Solana,2024-01-17,98.5546,94.4337,94.6248,97.6366,3777229258.4982576,41806169153.32753
Solana,2024-01-16,96.7518,93.1866,94.6632,94.5612,5081235820.331011,41215028133.96167
Solana,2024-01-15,102.3034,93.8821,95.9812,93.8821,4549904421.254355,42135614432.57143
Solana,2024-01-14,96.8325,90.1786,92.1264,95.7014,5643071510.5958185,40151293158.97561
Solana,2024-01-13,100.3953,88.2813,99.9447,91.4276,6847094931.055749,41918188460.81533
Solana,2024-01-12,106.834,98.2925,101.3176,99.9542,9970757551.965157,43747512061.7108
Solana,2024-01-11,105.02,92.5849,99.2517,102.2632,7778746003.658537,42126688359.70731
Solana,2024-01-10,103.661,95.6878,97.8797,99.0868,8720397595.8223,43221037225.71777
Solana,2024-01-09,99.3699,85.6452,89.6727,97.6158,7055728568.146341,40070088312.98258
Solana,2024-01-08,96.5317,88.0979,93.9365,89.2606,4749872637.348432,40626693653.083626
Solana,2024-01-07,99.9242,92.2507,99.7323,93.7983,5652640634.574913,41228941831.65505
Solana,2024-01-06,105.1974,95.8064,104.825,99.8192,6804587491.658537,43202503741.76655
Solana,2024-01-05,107.9012,97.114,98.3566,105.1763,8955070467.857143,43651420373.993034
Solana,2024-01-04,109.8893,89.6822,107.196,98.6002,8610595287.947735,44415873224.17073
Solana,2024-01-03,116.7305,106.4573,109.3446,106.8016,6524784963.484321,47870745413.794426
Solana,2024-01-02,109.5149,101.816,102.3477,109.4261,4055928354.902439,45160122813.4216
Solana,2024-01-01,105.1609,99.9083,102.5052,101.459,3947658723.1881537,44289541453.15331
Solana,2023-12-31,107.1061,101.0506,106.0919,101.8192,6395418260.372823,44478711622.79791
Solana,2023-12-30,109.7617,100.1647,102.0785,106.2098,9810188991.989548,45484831248.296165
Solana,2023-12-29,109.3014,97.5715,107.4329,102.1338,9410960687.735191,44163208153.41812
Solana,2023-12-28,114.9011,105.6063,113.2844,107.1748,11410864227.191635,47209599204.400696
Solana,2023-12-27,120.8954,104.0087,120.8954,112.6387,13022271266.95122,48714714338.06272
Solana,2023-12-26,125.3934,109.0318,112.9395,121.3494,11577596864.1777,49446300813.689896
Solana,2023-12-25,117.3198,107.8219,108.5895,112.7023,13309609370.38676,48342506095.059235
Solana,2023-12-24,109.336,93.361,98.166,107.7496,7667423936.400697,41838035451.03484
Solana,2023-12-23,99.3053,91.149,93.8658,98.3141,11759832243.930311,40915291929.32753
Solana,2023-12-22,95.182,81.628,81.9309,94.0013,9354364484.069689,37553659172.954704
Solana,2023-12-21,83.8895,73.2455,73.2455,82.4289,5546245126.383275,33407168145.675957
Solana,2023-12-20,76.338,72.2619,74.2308,73.073,4539609063.139373,31907932969.28223
Solana,2023-12-19,75.3914,67.4213,71.2707,74.4084,4231865944.696864,30302018633.03136
Solana,2023-12-18,74.7287,70.8901,73.9519,71.2907,3294549271.062718,31286614327.344948
Solana,2023-12-17,77.224,71.8316,73.1904,73.4823,4937512187.393728,31875979175.296165
Solana,2023-12-16,79.2074,72.5804,75.5848,72.5804,5899993767.407665,32552597985.74913
Solana,2023-12-15,76.3066,69.8186,70.6483,75.7272,4881921221.609756,30897341201.142857
Solana,2023-12-14,72.4703,64.5065,68.5211,70.9437,4901652997.506993,28825851246.503494
Solana,2023-12-13,72.3153,66.1364,71.0181,68.7703,5997654699.602787,29827617170.54704
Solana,2023-12-12,74.5967,67.214,74.4073,70.3263,6277621546.288733,29744050011.65845
Solana,2023-12-11,74.8253,70.9171,72.6621,74.8253,4716649769.055749,31128074883.916374
Solana,2023-12-10,77.5529,72.1696,75.3088,72.34,6419304670.073171,31972200048.09756
Solana,2023-12-09,74.9796,68.452,68.452,74.754,7914141358.644599,30701823346.229965
Solana,2023-12-08,69.2384,61.7529,61.7529,67.8705,5239261062.707317,27461858189.91986
Solana,2023-12-07,66.402,61.5188,61.5188,61.9328,5637847858.0,27068903157.139378
Solana,2023-12-06,62.3324,59.2448,61.3008,60.9504,3966742696.076655,25722745596.658535
Solana,2023-12-05,65.1831,60.3689,63.0468,61.5491,3926504995.923345,26540642374.26133
Solana,2023-12-04,65.2932,62.4468,63.6384,63.0207,3364356951.8641114,26964660354.55749
Solana,2023-12-03,63.5086,59.7817,59.7817,63.5086,3064345136.56446,26273309715.411148
Solana,2023-12-02,61.6937,58.7723,59.2525,59.7753,3224115523.4020977,25667388151.573425
Solana,2023-12-01,61.602,58.9104,59.3217,59.2705,3700166785.434028,25383151303.72222
Solana,2023-11-30,61.5351,57.8792,58.2021,59.185,4024099641.638889,25237615591.52778
Solana,2023-11-29,58.5892,54.0966,55.0789,58.156,2971410207.951389,23768092619.46528
Solana,2023-11-28,57.9823,53.7218,57.4816,55.1094,2566031301.958188,23535776956.076656
Solana,2023-11-27,59.0351,56.553,59.0351,57.6492,1871667859.4736843,24507400876.47368
Solana,2023-11-26,59.6347,56.2237,56.2237,58.8609,2925119867.432056,24795860163.236935
Solana,2023-11-25,58.7131,56.3482,56.5323,56.886,2796202931.6689897,24332534490.770035
Solana,2023-11-24,59.3613,56.2572,57.6602,56.6032,4075375672.055749,24342873157.74913
Solana,2023-11-23,58.6263,52.4858,52.4858,57.585,5473255166.344948,23360329545.63066
Solana,2023-11-22,57.3404,51.9007,56.5512,52.1914,4746578703.331011,23441888582.34843
Solana,2023-11-21,61.1666,56.2075,60.9464,56.4962,4199612751.606272,25041166794.61673
Solana,2023-11-20,61.9631,56.9036,58.2572,61.5529,4253000884.292683,25292754053.62021
Solana,2023-11-19,59.2626,55.0956,58.2501,58.5434,5370988652.027875,24318664006.243904
Solana,2023-11-18,60.411,54.6295,58.0424,58.1607,7815585323.348432,24569571048.90244
Solana,2023-11-17,68.0574,56.8301,65.255,57.9852,8295721432.146341,26904258159.254356
Solana,2023-11-16,66.7495,56.3811,56.8719,65.4746,7595728111.76655,25726863488.682926
Solana,2023-11-15,57.5666,52.4396,52.5112,56.9071,6963212975.167248,23145147200.0
Solana,2023-11-14,59.3681,52.0536,55.9716,52.1926,6219169113.9930315,23810945632.285713
Solana,2023-11-13,61.7002,55.0446,57.5928,55.9897,9012842569.770037,24440751407.317074
Solana,2023-11-12,63.2363,54.0915,57.239,56.2981,9512197921.229963,24093845020.358887
Solana,2023-11-11,57.3392,45.1923,45.1923,56.6532,7458849424.1777,21058668022.801395
Solana,2023-11-10,48.6217,42.6535,43.1552,45.4199,4374041398.013937,19008613284.54704
Solana,2023-11-09,43.7895,42.4154,42.9318,43.2328,3629847638.0522647,18177196588.937283
Solana,2023-11-08,44.4907,40.3766,41.9471,43.1654,3120597524.8745646,17653879303.42857
Solana,2023-11-07,42.1849,39.8359,41.1265,42.1849,2157052689.923345,17045957061.045296
Solana,2023-11-06,42.8409,40.5078,42.5865,41.2917,2554516702.7874565,17445794426.083622
Solana,2023-11-05,42.6351,39.218,39.6322,42.294,3835897045.006969,17407439756.36934
Solana,2023-11-04,40.0182,38.2072,39.9542,39.6313,6060132165.651568,16431041360.79094
Solana,2023-11-03,44.4727,39.1142,41.6975,40.1625,9104262176.707315,17592482698.83972
Solana,2023-11-02,46.2009,37.9303,38.1877,41.3477,5520823788.191638,16808491298.710802
Solana,2023-11-01,38.4526,34.92,34.9702,38.433,3182547699.268293,15235569861.86411
Solana,2023-10-31,35.1828,32.4251,32.9766,34.9907,2106655894.5888505,14300517532.630665
Solana,2023-10-30,33.1178,31.4878,31.6208,32.8362,1172352247.1707318,13570283943.439024
Solana,2023-10-29,32.5335,31.5335,31.8128,31.6946,1727652083.1986065,13427660109.780487
Solana,2023-10-28,33.2791,31.5512,32.7597,31.7666,2596858394.3205576,13540795093.445992
Solana,2023-10-27,33.2078,30.8658,32.3654,32.7131,3098087535.3157897,13436667995.43158
Solana,2023-10-26,33.6875,30.0182,30.2286,32.5141,3924500260.2891984,13434248442.219513
Solana,2023-10-25,32.4595,29.6884,31.7856,30.1562,4742319287.989547,13029938612.250872
Solana,2023-10-24,32.5008,28.8196,29.0618,31.8168,3234538905.034843,12499411474.56446
Solana,2023-10-23,29.9614,28.2303,29.2576,29.1105,3075703846.923345,12086263069.89547
Solana,2023-10-22,30.186,26.7131,27.0186,29.4251,2993564953.6062717,11853619605.89547
Solana,2023-10-21,27.3645,24.7829,25.0624,27.0829,2883343886.620209,11046962861.74216
Solana,2023-10-20,25.3955,23.2088,23.4509,25.0101,1413133444.0557492,10114999867.125437
Solana,2023-10-19,24.3155,23.4944,24.0048,23.4991,1361667079.5609756,9951707630.665504
Solana,2023-10-18,24.5281,23.6698,23.9834,24.0336,2113806493.2578397,10031552998.954704
Solana,2023-10-17,24.4261,21.988,22.0107,24.0509,1298075274.71777,9623185976.940767
Solana,2023-10-16,22.1943,21.7901,22.0108,22.007,496496831.5689046,9151474969.777386
Solana,2023-10-15,22.2526,21.8664,21.8805,22.1139,835146387.7804878,9178553700.43554
Solana,2023-10-14,22.2318,21.1662,21.2915,21.9171,821583996.2369338,8961952835.317074
Solana,2023-10-13,22.0228,21.1668,21.986,21.3695,971626514.4459932,8950714752.547039
Solana,2023-10-12,22.4137,21.7635,22.1646,22.0577,998636892.2996516,9172721984.32404
Solana,2023-10-11,22.4983,21.7841,22.1295,22.184,1063905148.7142856,9181635575.348433
Solana,2023-10-10,23.4048,21.8513,23.2504,22.2106,963229516.3344948,9388085689.111498
Solana,2023-10-09,23.6244,23.1907,23.2938,23.3353,786615404.5714285,9704207809.198606
Solana,2023-10-08,23.9713,23.2049,23.4405,23.3793,1291129949.9651568,9743977160.264809
Solana,2023-10-07,23.7614,22.7754,22.7754,23.4933,1452731486.7979095,9641278675.975609
Solana,2023-10-06,23.7196,22.6412,23.0681,22.7363,1469037798.3832753,9552686678.68641
Solana,2023-10-05,23.7329,22.7459,23.4915,23.1788,2121799310.3832753,9594615494.076654
Solana,2023-10-04,24.6617,23.3404,23.3964,23.5548,2317618398.1463413,9865751842.794426
Solana,2023-10-03,24.647,23.0289,23.8543,23.4711,2463923899.4808364,9893931856.059233
Solana,2023-10-02,24.4252,21.1733,21.3207,23.9407,1533251108.0940766,9241476879.487804
Solana,2023-10-01,21.8111,20.152,20.2909,21.4624,813610607.0452962,8591184127.027874
Solana,2023-09-30,20.4555,19.8967,19.9508,20.3761,877026153.738676,8356388073.940766
Solana,2023-09-29,20.0509,19.1329,19.1329,20.037,755828255.9581882,8025147689.620209
Solana,2023-09-28,19.4925,18.8619,19.0399,19.2102,1059528812.9651568,7874780634.56446
Solana,2023-09-27,19.5074,18.975,19.3753,19.06,1287711455.1254356,7965453087.097561
Solana,2023-09-26,19.7264,19.2312,19.3749,19.4247,1416948407.8327527,8045981293.494774
Solana,2023-09-25,19.6669,19.3174,19.5296,19.3904,942880951.9860628,8073630455.498258
Solana,2023-09-24,19.5731,19.326,19.4624,19.4927,1504337244.4494774,8027310059.250871
Solana,2023-09-23,19.7722,19.2338,19.4786,19.4444,1891972513.731707,8066120896.324041
Solana,2023-09-22,20.2686,19.3636,20.248,19.461,2847611693.6864114,8143218109.097561
Solana,2023-09-21,20.4684,19.8113,20.0293,20.284,3465812004.749129,8270571133.181185
Solana,2023-09-20,20.3682,19.6094,19.7289,20.0348,4131856918.8432055,8212620146.195122
Solana,2023-09-19,20.0962,18.6073,18.7994,19.6437,3507403937.416084,8005548550.965035
Solana,2023-09-18,19.1181,18.6996,19.1095,18.7948,1209973563.630662,7797862180.327526
Solana,2023-09-17,19.4344,18.9188,19.1687,19.1469,1838829542.292683,7865498838.442509
Solana,2023-09-16,19.4209,18.6036,18.844,19.1686,1954708981.7526133,7799335894.031359
Solana,2023-09-15,19.2189,18.4488,18.4488,18.8283,4026478154.083624,7757797207.052265
Solana,2023-09-14,18.492,17.7243,17.92,18.4071,3413731104.933798,7454979867.41115
Solana,2023-09-13,18.667,17.5799,17.7086,17.9489,4430194026.641115,7397212283.756098
Solana,2023-09-12,18.3888,17.4114,18.2055,17.724,5061218011.857142,7347232918.041812
Solana,2023-09-11,19.4675,17.8583,19.4675,18.2502,3014623353.58885,7590290794.61324
Solana,2023-09-10,19.6058,19.4346,19.604,19.4906,1138215882.5296168,8018830189.8223
Solana,2023-09-09,20.2178,19.4356,19.8882,19.6113,2380499235.1916375,8076020666.0209055
Solana,2023-09-08,19.9867,19.3847,19.6262,19.8979,1832306089.7630663,8039739241.365853
Solana,2023-09-07,20.3543,19.2432,20.2666,19.6539,2078530159.344948,8082040393.101046
Solana,2023-09-06,20.5596,19.0818,19.5053,20.2923,1648727978.5853658,8080161988.43554
Solana,2023-09-05,19.9365,19.2691,19.5874,19.5248,1736373823.163763,8011822123.254355
Solana,2023-09-04,19.6505,19.2674,19.5121,19.5972,1917587239.8118467,7963708307.95122
Solana,2023-09-03,19.6679,19.1678,19.3221,19.4779,3698930627.606272,7964504774.306621
Solana,2023-09-02,19.9175,19.0822,19.7775,19.3578,3370457296.324042,7999832527.149826
Solana,2023-09-01,21.0118,19.6031,20.8168,19.7403,1703280411.6167247,8325450884.212544
Solana,2023-08-31,21.8953,20.6605,21.7736,20.8594,2449237748.735192,8673292811.052265
Solana,2023-08-30,21.9595,20.14,20.5867,21.7362,2496327853.142857,8516992126.432055
Solana,2023-08-29,20.7594,20.1781,20.7594,20.5693,2506258269.2334495,8344325531.243902
Solana,2023-08-28,20.8883,20.2644,20.305,20.8024,1599323892.6062715,8383004475.919861
Solana,2023-08-27,20.4092,20.2102,20.3879,20.304,2480098726.738676,8275567868.219512
Solana,2023-08-26,21.0283,20.1642,21.0283,20.3914,3577012086.3623695,8375501546.794425
Solana,2023-08-25,21.993,20.7633,21.7127,21.0258,4275046907.641115,8731710045.212543
Solana,2023-08-24,21.7769,20.4727,20.6303,21.6717,3982887077.020906,8529101716.344948
Solana,2023-08-23,21.2499,19.6102,21.2058,20.5548,4353098779.379791,8469101137.763066
Solana,2023-08-22,21.7472,20.6395,21.7472,21.1957,4820974903.456446,8671083879.445993
Solana,2023-08-21,22.0319,21.6457,21.922,21.7684,982787376.6550524,8899475001.12892
Solana,2023-08-20,22.1726,21.3544,21.3544,21.9103,1369984039.891986,8839032668.95122
Solana,2023-08-19,22.1689,21.0836,21.7533,21.3535,3741184181.12892,8776683243.738676
Solana,2023-08-18,23.3866,20.2419,22.8625,21.7041,2905833303.344948,9293089174.268291
Solana,2023-08-17,23.9773,22.4098,23.9157,22.8219,3543673494.898955,9446755675.00697
Solana,2023-08-16,25.2771,23.7452,25.1569,23.8914,6783618497.12892,9988095843.926828
Solana,2023-08-15,25.1766,24.1554,24.2157,25.1574,2152512468.3623695,9950552462.372822
Solana,2023-08-14,24.9396,24.2625,24.9355,24.2625,1139500125.0627177,9979803921.885015
Solana,2023-08-13,25.1283,24.4077,24.6113,24.9399,2463600036.432056,9962254088.79094
Solana,2023-08-12,24.863,24.362,24.6665,24.588,4742469578.369338,9935709258.27526
Solana,2023-08-11,24.8183,24.1755,24.3908,24.6338,1899366208.989547,9892556631.174215
Solana,2023-08-10,24.9641,24.2074,24.3272,24.4186,2438467615.0592337,9908522924.247389
Solana,2023-08-09,24.7407,23.0322,23.1166,24.1992,1975718117.8885016,9540115353.996515
Solana,2023-08-08,23.9575,22.4983,23.5979,23.0708,2595238197.9477353,9365523412.874563
Solana,2023-08-07,24.0936,23.215,23.2528,23.5697,3094687774.247387,9567997577.68641
Solana,2023-08-06,23.2543,22.5185,22.7668,23.2543,2498644500.1713285,9232669499.573427
Solana,2023-08-05,23.52,22.5195,22.6926,22.804,2197004093.076655,9283482120.808365
Solana,2023-08-04,23.3679,22.5753,23.1164,22.6672,1872179796.968641,9272705059.672474
Solana,2023-08-03,24.2269,23.0194,24.0608,23.1638,1813979788.6794424,9509868176.261324
Solana,2023-08-02,23.9843,23.0887,23.7657,23.9843,3219851633.285714,9505261130.22648
Solana,2023-08-01,24.7755,23.6461,24.2197,23.782,2283694731.683099,9819663414.61972
Solana,2023-07-31,25.2395,23.9858,25.2137,24.3025,1053664378.8536586,10059727741.756098
Solana,2023-07-30,25.4153,24.8291,24.8291,25.2325,1298208882.543554,10135946295.174215
Solana,2023-07-29,25.5301,24.597,25.095,24.8791,1868510947.8118467,10056229045.013935
Solana,2023-07-28,25.5442,24.7359,25.1691,25.1358,3269873263.630662,10135798390.480837
Solana,2023-07-27,25.518,23.2368,23.3054,25.1912,2188134033.1114984,9759733923.700348
Solana,2023-07-26,23.5735,22.9114,23.415,23.3321,1832467695.0940769,9377303802.703833
Solana,2023-07-25,24.8547,23.0979,24.7343,23.4459,1686712219.268293,9624659350.94425
Solana,2023-07-24,25.2341,24.3036,24.4822,24.82,1801625853.456446,9973014284.432056
Solana,2023-07-23,25.9714,24.3325,25.5646,24.5421,1764781616.815331,10314894669.874563
Solana,2023-07-22,25.9794,25.1289,25.3562,25.6027,2515255043.5400696,10255955219.519163
Solana,2023-07-21,27.3708,25.1888,26.3625,25.3756,3132963667.7979093,10612639861.013935
Solana,2023-07-20,26.948,25.4349,25.5397,26.3998,3467496046.8675957,10611987786.543554
Solana,2023-07-19,27.0613,24.891,26.7562,25.5661,4114417962.7212543,10389611116.81533
Solana,2023-07-18,28.459,25.8849,27.4113,26.9021,3496833717.8745646,10957156735.700348
Solana,2023-07-17,28.57,26.9409,27.7016,27.4262,4075816079.8885016,11178621705.505226
Solana,2023-07-16,29.0289,26.623,26.7327,27.3652,6463678375.609756,11256537901.216028
Solana,2023-07-15,30.0831,25.3321,25.9713,26.7565,9355394358.972126,11194086666.250872
Solana,2023-07-14,26.4517,21.5142,21.9545,26.0046,3696321902.853658,9348834472.731709
Solana,2023-07-13,22.7066,21.8746,22.0554,21.996,2171591701.641115,8914462255.477352
Solana,2023-07-12,22.2867,21.2463,21.3247,22.0907,2601083738.2891984,8830317302.271776
Solana,2023-07-11,21.761,20.6133,21.3358,21.3299,2368651840.139373,8465871574.167248
Solana,2023-07-10,22.325,21.1095,21.8414,21.3666,2977356696.1114984,8632885345.658537
Solana,2023-07-09,22.4001,21.3519,21.4965,21.9068,4887078298.620209,8723107475.763065
Solana,2023-07-08,21.5905,19.3611,19.6796,21.4506,6410902199.02439,8243413718.236934
Solana,2023-07-07,20.9836,18.9885,19.0304,19.9038,2970295053.857143,7967491701.04878
Solana,2023-07-06,19.4125,18.6244,19.1783,19.1989,1631685401.8188152,7626745592.916376
Solana,2023-07-05,20.0854,19.1745,19.2502,19.3576,1386754878.163763,7793090903.1777
Solana,2023-07-04,19.6093,19.0574,19.4543,19.4198,2044310473.8188152,7753632239.77352
Solana,2023-07-03,19.7994,18.5982,18.737,19.5604,2037694552.4181185,7680908472.271777
Solana,2023-07-02,18.989,17.9663,18.9422,18.8017,3589512408.9094076,7375952638.700349
Solana,2023-07-01,19.9127,17.7284,17.9908,18.9835,4451407673.574913,7524148714.369338
Solana,2023-06-30,18.2691,15.9152,15.9768,18.1015,2333871254.7108016,6850650840.278746
Solana,2023-06-29,16.6079,15.855,16.6079,16.1438,2089710224.0836236,6494991203.205575
Solana,2023-06-28,17.1378,16.2096,16.2554,16.8689,1008432743.9442508,6686536365.672474
Solana,2023-06-27,17.3564,16.3416,16.8785,16.6242,780636008.5156795,6739158052.724739
Solana,2023-06-26,18.3475,16.6292,16.65,17.3313,1702236684.3519163,6958612742.648084
Solana,2023-06-25,17.556,16.7011,17.1299,17.0359,1062380191.9372822,6869808739.02439
Solana,2023-06-24,17.7284,16.5082,16.6886,17.3782,874367451.261324,6788382623.45993
Solana,2023-06-23,17.7331,16.8388,17.2847,16.9483,1018948587.087108,6905146126.432055
